"object_id","display_name","object_group","classification","observation_status","theoretical_role","permitted_use","prohibited_use","evidence_stage","evidence_file","source_dataset","source_table","source_line","unit","coverage_start","coverage_end","observation_rows","future_review_required","promotion_to_core_capital","model_control_authorized","family_join_authorized","canonical_dataset_authorized"
"FIN_NOS","FIN_NOS","documentation_or_metadata_only","METADATA_REFERENCE_ONLY","metadata_or_documentation_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","metadata_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN_NVA","FIN_NVA","documentation_or_metadata_only","METADATA_REFERENCE_ONLY","metadata_or_documentation_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","metadata_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN_PBT","FIN_PBT","documentation_or_metadata_only","METADATA_REFERENCE_ONLY","metadata_or_documentation_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","metadata_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN_TRANSFERS","FIN_TRANSFERS","documentation_or_metadata_only","METADATA_REFERENCE_ONLY","metadata_or_documentation_only","Do not silently substitute total financial business. Downstream derivation must cite inputs.","metadata_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_adj_CORP","e_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_adj_NFC","e_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_x_Kcap","e_x_Kcap","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_x_ME","e_x_ME","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_x_ME_NRC_gap","e_x_ME_NRC_gap","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_x_NRC","e_x_NRC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__GOV_TRANS_GPIM","GOV_TRANS_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__IPP_NFC_GPIM","IPP_NFC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_G_NFC_KCAP_GPIM","K_G_NFC_KCAP_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_G_NFC_ME_GPIM","K_G_NFC_ME_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_G_NFC_NRC_GPIM","K_G_NFC_NRC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_N_NFC_KCAP_GPIM","K_N_NFC_KCAP_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_N_NFC_ME_GPIM","K_N_NFC_ME_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_N_NFC_NRC_GPIM","K_N_NFC_NRC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__ln_e_adj_CORP","ln_e_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__ln_e_adj_NFC","ln_e_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__omega_adj_CORP","omega_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__omega_adj_NFC","omega_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__P_K_NFC_ME_GPIM","P_K_NFC_ME_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__P_K_NFC_NRC_GPIM","P_K_NFC_NRC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__pi_adj_CORP","pi_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__pi_adj_NFC","pi_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE","Wage Share Unadjusted Nfc Gva Baseline","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_record","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","S20E_CL_CONCEPTUAL_LEDGER","S20E_CL_candidate_menu","","metadata_only","","","1","yes","prohibited","no","no","no"
